Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	transit peptide:Mitochondrion	68	5.954465849387041	1.790096971846204E-19	MRPL40, GRPEL1, D2HGDH, TARS2, PDP2, PRDX3, MIPEP, OGDH, CLYBL, PDHB, ACSF2, HIBADH, GOT2, MCCC2, ALAS1, ATP5S, MRPL38, ALDH6A1, SUOX, OPA1, NUDT19, ALDH5A1, AIFM1, MRPL9, COQ9, DARS2, NDUFA10, TIMM44, HAGH, COQ3, COQ2, LETM1, AKAP1, LRPPRC, PCCA, CCBL1, ACADSB, BCAT2, MRPS15, TXN2, FARS2, EGLN3, MRPL10, IVD, PARS2, MRPL17, GFM1, OXCT1, MRPL16, GCSH, LIAS, BDH1, HSPA9, PDK1, GPD2, PDK2, DLST, BCKDHB, DLAT, ABCB7, IDH3A, SOD2, PPIF, TSFM, SDHD, HIBCH, HSPD1, PC	568	262	7317	3.343430813890979	2.6314425486139196E-16	2.6314425486139196E-16	2.967042770762962E-16
UP_SEQ_FEATURE	binding site:Substrate	28	2.4518388791593697	9.651101646397512E-4	ACADSB, FARS2, CLYBL, G6PC3, IVD, AKR7A2, PHOSPHO2, ENO3, SPR, UCK2, BDH1, BPNT1, DDAH1, DDC, ALDH5A1, GARS, PFKM, IDH3A, CTH, GCK, AKR1B1, HIBCH, ALKBH3, NEU3, NEU2, DCXR, PC, MPST	568	185	7317	1.9497145032356298	0.7581401830524022	0.5082075468781593	1.5876806886164552
UP_SEQ_FEATURE	binding site:NADP	7	0.6129597197898424	0.0012439308996812478	ME1, MTHFD1, PTGR1, AKR7A2, SPR, GMPR, CRYM	568	17	7317	5.304370339685169	0.839540977281151	0.45659781429635404	2.04193336541324
UP_SEQ_FEATURE	nucleotide phosphate-binding region:NADP	11	0.9632224168126094	0.001922272812365396	ME1, MTHFD1, PECR, PTGR1, AKR1B1, QDPR, AKR7A2, SPR, GMPR, CRYM, DCXR	568	45	7317	3.1489436619718307	0.9408962226630142	0.5069354155459929	3.1388690367190164
UP_SEQ_FEATURE	metal ion-binding site:Magnesium	12	1.0507880910683012	0.005724375052608898	ARL1, GDE1, NUDT3, PGM1, PHOSPHO2, PDXP, ATP1A3, ENO3, ATP1A2, SAR1B, CLYBL, PRPS1	568	60	7317	2.5764084507042253	0.9997837355217046	0.8150743991850075	9.076596010150162
UP_SEQ_FEATURE	binding site:Substrate; via carbonyl oxygen	6	0.5253940455341506	0.01006537034973461	ACADSB, IVD, FARS2, GARS, DDAH1, BPNT1	568	18	7317	4.294014084507042	0.9999996519995187	0.9161319315914416	15.437255037074149
UP_SEQ_FEATURE	active site:Nucleophile	15	1.3134851138353765	0.011819023900182996	P4HB, ALDH6A1, TXN2, ALDH5A1, PDXP, PDIA6, G6PC3, ALDH1A2, CPE, GAA, PHOSPHO2, CPA3, NEU3, TRUB2, NEU2	568	93	7317	2.0777487505679235	0.999999974317423	0.9176501794840651	17.886220571394162
UP_SEQ_FEATURE	nucleotide phosphate-binding region:FAD	8	0.7005253940455342	0.01612231861383825	GPD2, CYB5R1, ACADSB, AIFM1, IVD, NQO1, NQO2, DHCR24	568	35	7317	2.944466800804829	0.9999999999579825	0.9495421456697178	23.616320386528145
UP_SEQ_FEATURE	region of interest:Substrate binding	13	1.138353765323993	0.021318937381290985	MTHFD1, ACADSB, GCK, IVD, FARS2, GARS, ENO3, SPR, NQO1, ALKBH3, BPNT1, NQO2, PC	568	81	7317	2.0674882629107985	0.9999999999999826	0.9703930599232563	30.0351536353186
UP_SEQ_FEATURE	region of interest:Ligand-binding	6	0.5253940455341506	0.023932146469074485	PPARA, VDR, AR, THRB, TFRC, NR0B2	568	22	7317	3.5132842509603073	0.9999999999999997	0.9715840996784488	33.06801811336069
UP_SEQ_FEATURE	nucleotide phosphate-binding region:GTP	20	1.7513134851138354	0.025260733554010237	ARL1, RAB3A, TF, DNM1L, OPA1, RAN, EEF1A2, RASL11B, TUBA8, GFM1, RALA, TUBA4A, RAB12, ARL8B, TUBG1, RAB10, SAR1B, TUBA1B, RASD2, RAB21	568	152	7317	1.6950055596738325	1.0	0.9672588139112853	34.56216581172241
UP_SEQ_FEATURE	metal ion-binding site:Magnesium or manganese	4	0.3502626970227671	0.027308171798667465	NUDT18, NUDT19, APEX1, IDH3A	568	9	7317	5.725352112676056	1.0	0.9663511487204052	36.80351243149725
UP_SEQ_FEATURE	repeat:Solcar 3	6	0.5253940455341506	0.028690283086207392	SLC25A11, SLC25A34, SLC25A5, SLC25A29, SLC25A38, SLC25A39	568	23	7317	3.36053276178812	1.0	0.9628078407152726	38.27551639772445
UP_SEQ_FEATURE	nucleotide phosphate-binding region:cAMP 2	3	0.2626970227670753	0.03237302332145223	PRKAR2A, PRKAR1B, PRKAR1A	568	4	7317	9.661531690140846	1.0	0.9684254912067211	42.04205296453908
