Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0048545~response to steroid hormone stimulus	28	4.375	4.477801850571872E-6	ACR, DHH, PTGS1, PFKFB1, PPARG, ALDH3A1, FOS, APOA2, SULT1A1, IL1B, PLAT, TXNIP, UCN, SGK1, SPHK1, SOCS1, TRIM25, PTPRU, NPY1R, FOSB, CD38, KRT19, CDKN1A, SDC1, BAX, FABP4, CAR4, DMBT1	428	291	12092	2.718437871342775	0.010817668647445045	0.010817668647445045	0.007873130103452919
GOTERM_BP_FAT	GO:0009725~response to hormone stimulus	38	5.9375	2.5882628058848503E-5	ACR, DHH, ADCY4, PGF, PPARG, PFKFB1, PTGS1, ADCY6, TIMP4, BCL2L1, ALDH3A1, FOS, APOA2, SULT1A1, IL1B, TFF3, TXNIP, PLAT, UCN, SGK1, SPHK1, SOCS1, TRIM25, NR4A3, PTPRU, NPY1R, FOSB, CD38, SDC1, KRT19, TNFSF10, CDKN1A, HMGCS2, BAX, MC4R, FABP4, CAR4, DMBT1	428	510	12092	2.1050760491112332	0.06093419013371315	0.030945920050750253	0.04550025721828943
GOTERM_BP_FAT	GO:0051384~response to glucocorticoid stimulus	16	2.5	3.047031001874037E-5	PLAT, UCN, SGK1, PFKFB1, PTGS1, FOSB, PTPRU, ALDH3A1, FOS, CDKN1A, APOA2, SDC1, SULT1A1, BAX, IL1B, FABP4	428	124	12092	3.6454627675610487	0.07134085303095128	0.02436932428874794	0.05356311601756314
GOTERM_BP_FAT	GO:0051098~regulation of binding	17	2.65625	3.108103293944735E-5	IRAK2, SP100, CYTL1, NFKBIA, MALT1, MEN1, IRAK3, ARRB2, NCOA3, ID1, EPB4.1, BAX, IL1B, ABRA, ID3, MYC, RHEBL1	428	139	12092	3.4553217239292677	0.07271748973541725	0.018697247253307347	0.05463641631772154
GOTERM_BP_FAT	GO:0031960~response to corticosteroid stimulus	16	2.5	5.821527962446756E-5	PLAT, UCN, SGK1, PFKFB1, PTGS1, FOSB, PTPRU, ALDH3A1, FOS, CDKN1A, APOA2, SDC1, SULT1A1, BAX, IL1B, FABP4	428	131	12092	3.4506670471570233	0.13186585413111063	0.027885619531877848	0.10231187611325909
GOTERM_BP_FAT	GO:0009719~response to endogenous stimulus	40	6.25	6.291641773661713E-5	ACR, DHH, ADCY4, PGF, PPARG, PFKFB1, ADCY6, PTGS1, TIMP4, BCL2L1, ALDH3A1, FOS, APOA2, SULT1A1, IL1B, TFF3, TXNIP, PLAT, UCN, SGK1, SPHK1, SOCS1, TRIM25, FOSB, NR4A3, PTPRU, NPY1R, CD38, SDC1, KRT19, TNFSF10, CDKN1A, HMGCS2, BAX, MC4R, FABP4, CAR4, MGST1, MGST2, DMBT1	428	573	12092	1.9722398916996948	0.14172334217634497	0.025149803504415535	0.11056969745780743
GOTERM_BP_FAT	GO:0051090~regulation of transcription factor activity	13	2.03125	6.508706681879699E-5	MEN1, IRAK2, IRAK3, SP100, NCOA3, ID1, CYTL1, IL1B, ABRA, NFKBIA, MALT1, ID3, RHEBL1	428	89	12092	4.126745773390739	0.14623699084031572	0.022332794196795458	0.11438235101799421
GOTERM_BP_FAT	GO:0048878~chemical homeostasis	35	5.46875	1.4236938965837235E-4	PRX, DHH, KCNMB4, SCN3A, CLDN5, PPARG, KCNA5, BCL2L1, BDKRB2, EDNRB, ASGR2, GCKR, APOA2, S1PR1, IL1B, TRPV4, LGI4, SGK1, ATP4A, RPH3AL, ALMS1, MAL, NPY1R, ITPR3, GNAT2, CD38, ALOX15, SLC4A11, BAX, LYST, PLCG2, CACNA1G, FABP4, EPOR, CHRNE	428	492	12092	2.009820682318973	0.29237420742026754	0.04230888824475543	0.25003609547773475
GOTERM_BP_FAT	GO:0010033~response to organic substance	55	8.59375	1.7546804310988683E-4	ADCY4, PGF, OSMR, ADCY6, PPARG, PTGS1, PMAIP1, FOS, APOA2, SULT1A1, IL1B, CASP1, MYC, IRAK2, SGK1, SP100, SOCS1, FOSB, PTPRU, CD38, SDC1, KRT19, CAR4, ACR, DHH, CCR1, PFKFB1, NFKBIA, TIMP4, BCL2L1, KCNA5, ALDH3A1, IRAK3, TFF3, PLAT, TXNIP, UCN, KLF10, SPHK1, TRIM25, MALT1, NPY1R, NR4A3, CDKN1A, TNFSF10, HMGCS2, ID1, BAX, PLCG2, MC4R, FABP4, ID3, MGST1, DMBT1, MGST2	428	928	12092	1.6744380438285529	0.3470464427545592	0.04625699487427937	0.30808103829487177
GOTERM_BP_FAT	GO:0044092~negative regulation of molecular function	24	3.75	2.5146841771235204E-4	IRAK2, ADCY4, GNAI3, SP100, ADCY6, PPARG, GABBR1, NFKBIA, CDKN1C, MEN1, IRAK3, GCKR, CDKN1A, APOA2, S1PR1, ARRB2, ID1, GADD45G, IL1B, FABP4, SPRED3, ID3, MYC, ANGPTL4	428	290	12092	2.3381243957460525	0.4571344524243037	0.059260828438732926	0.4412419860812311
